descripcion,habitaciones,banios,parqueaderos,area_construida,area_privada,estrato,estado,antiguedad,piso,administeracion,precio_m2,barrio
"Venta apartamento en El Poblado, Medellin sector Loma del Indio. Área 57metros, 3habitaciones, 2 baños, cocina abierta, zona de ropas, sala-comedor, balcón, jacuzzi para dos personas, 1parqueadero. Unidad con piscina, salón social, juegos infantiles, cancha de futbol, zona de mascotas. Cerca a mall el Indio, tiendas, mercados, gimnasio, mall PalmaGrande, supermercado Euro, facilidad de transporte publico..",4,4,2,250 m²,0 m²,6,Excelente,más de 30 años,4,No definida,$ 4.800.000*m²,Loma del Indio - Medellín - Antioquia
"Se vende apartamento con 2 habitaciones y 2 baños, cuarto útil, se encuentra en la segunda etapa del proyecto, zona tranquila, ubicación campestre, Zona comercial, Transporte Público cercano, Supermercados Cercanos, Colegios / universidades cercanos, Cerca al metro, es una excelente opción para invertir, la unidad cuenta con Salón Social, Placa Deportiva Juegos Infantiles, Piscina Para adultos y Niños, ya esta listo para entrega..",3,2,1,55 m²,55 m²,5,Bueno,1 a 8 años,,$ 200.000 COP,"$ 5.545.454,55*m²",BELLO - Bello - Antioquia
"apartamento de 137 mts ( para confirmar sobre escritura) 3 habitaciones mas la del servicio, 4 baños, estudio/bibioteca, cocina integral y zona de ropas independientes. excelentes espacios amplios e iluminados. 2 parqueaderos, 1 cuarto util, excelentes rutas de transporte, cerca estacion metro plus, ceca universidad de medellin 679-39136.",3,4,2,223 m²,223 m²,6,,menor a 1 año,,$ 850.000 COP,"$ 5.829.596,41*m²",La Castellana - Medellín - Antioquia
"Apartamento sector Robledo parte baja Primer piso Metros Cuadrados 60 Pato 3 Alcobas 2 Baños Cocina Integral Sala Comedor, zona de ropas. Se paga Administración 68 Mil Pesos Estrato 3 Cerca de hospitales Colegios Universidades, buenas rutas de acceso y facilidad para el transporte público. Contactanos y programa tu cita con nosotros! .",3,2,,107 m²,107 m²,6,,,,No definida,"$ 7.196.261,68*m²",Robledo - Medellín - Antioquia
"Código.5664130. En venta hermoso apartamento con modernos acabados en el Municipio de Medellín, sector El poblado Los Balsos, uno de los mejores sectores de la ciudad. En su distribución encontrarás; 2 habitaciones con closet y baño privado cabinado- enchapado con mueble inferior, habitacion principal con vestier y baño privado, 1 baño social cabinado y echapado con mueble inferior, sala-comedor, estudio, cocina integral de concepto abierto con campana extractora, horno, red de gas, alacena, zona de ropas independiente, calentador; balcón con hermosa vista panorámica, 2 Parqueaderos parelelos y cuarto útil. Predial trimestral $1.500.000. Unidad cerrada en zona residencial con ascensor, portería, vigilancia, salón social, sala lounge, piscina adultos y niños, gimnasio, turco, sauna y jacuzzi, juegos infantiles, sala de reuniones, parqueadero para visitantes. Ubicacado a 2 cuadras del Centro Comercial Santa Fe, a una cuadra de los Balsos y de la Av. el Poblado. .",2,2,,138 m²,138 m²,6,,,,No definida,"$ 7.210.144,93*m²",El Poblado - Medellín - Antioquia
"Apartamento de 78, 40 metros cuadrados de área total construída aproximada y 73, 90 metros de área privada construída aproximada con parqueadero cubierto sencillo. Ubicado en unidad cerrada con parqueadero para visitantes, portería 24 horas, ascensor, juegos infantiles, piscina climatizada, salón social, sauna, turco, solárium, gimnasio, zonas verdes y zona deportiva. En sector muy tranquilo y silencioso con cercanía a centros comerciales, universidades, colegios, supermercados y por quedar cerca a vía principal, cuenta con fácil acceso a transporte público..",3,4,2,134 m²,134 m²,5,,1 a 8 años,Otro,$ 604.000 COP,"$ 7.835.820,9*m²",La Almeria - Medellín - Antioquia
"Hermoso apartamento en perfectas condiciones con potencial de remodelacion. En una exclusiva area de Medellin, rodeado de naturaleza y una hermosa vista de la ciudad. Cercano a hospitales, hoteles, La milla de Oro de el poblado y centros comerciales..",3,4,,126 m²,126 m²,6,,,,No definida,"$ 4.682.539,68*m²",La Florida - Medellín - Antioquia
"Les presento este hermoso apartamento en San Lucas, con reciente remodelación, en una tranquila urbanización con grandes jardines. Vista a un bosque Nativo. Área 161 m2, 3 habitaciones, más la habitación del servicio. Cocina abierta y zona de lavandería. Zona social muy amplia, balcón. 2 parqueaderos paralelos (independientes) 2 cuartos útiles muy grandes Urbanización cerrada con Piscina climatizada, juegos infantiles, salón social, BBQ, coworking, zona infantil..",2,2,,60 m²,0 m²,4,,,2,No definida,"$ 3.583.333,33*m²",San Lucas - Medellín - Antioquia
Vendo excelente apartamento con excelente ubicación a 2 cuadras de la estación Universidad del Metro 1 cuadra del Jardín botánico centros comerciales muy cerca hospitales y sitios de interés general Muy buena opción para inversionistas,3,3,1,98 m²,98 m²,5,,,7,$ 181.000 COP,"$ 5.612.244,9*m²",Sevilla - Medellín - Antioquia
"VEN ID HOUM: 85304 En Houm te ayudamos de forma fácil y segura. Los beneficios de comprar con nosotros: Te ayudamos a conseguir financiamiento a través de una asesoría personalizada Mediación y seguimiento de todo el proceso Ponemos a tu disposición profesionales en notariado, registro y asesoría jurídica ¡Solo te preocupas de las firmas! Departamento en venta, ubicado en el barrio Villa Hermosa, con una superficie construida de 90 m² y superficie total de 90 m². Sus principales características son: 3 dormitorios 1 baño Admite mascotas Cocina tipo americana Piso 4 Año de construcción: 1985 Si compras con nosotros, te brindamos asesoría personalizada durante todo el proceso. ¡Comienza una nueva etapa con Houm! Compra fácil, rápido y seguro..",3,2,2,72 m²,0 m²,6,Excelente,16 a 30 años,2,$ 312.500 COP,$ 6.312.500*m²,Villa Hermosa - Medellín - Antioquia
"Espectacular oferta para adquirir apartamento full acabados, en Unidad cerrada con portería 24 horas, Gimnasio al aire libre, Parques infantiles, Salón social, Amplias zonas verdes, Linda vista a la ciudad, Parqueadero común cubierto o descubierto, excelente iluminación natural, soleado en la mañana en la habitación principal y en la tarde zona social.Ubicación con facilidad de acceso a transporte público (integrado del metro), Cerca del supermercado D1, Cercanía de tiendas de barrio, Cercanía",3,2,1,69 m²,69 m²,5,Excelente,menor a 1 año,4,$ 234.000 COP,"$ 6.231.884,06*m²",BARICHARA - San Antonio de Prado - Antioquia
"Venta Apartamento piso 8 en Envigado, área 104m2, salón-comedor, vidriera, 3 alcobas, cocina abierta, 2 baños, zona de ropas, 2 parqueaderos contiguos, cuarto útil, administración $576.000, predial semestral $2.000.000. un año de construido, cuenta con permisos para alquilar por plataformas de turismo, dos ascensores, portería 24, en la terraza están las zonas húmedas con jacuzzi y turco, zona de BBQ, juegos infantiles, amplio salón social. Ubicado entre la Avenida el Poblado y Las Vegas..",1,2,1,55 m²,0 m²,6,Excelente,,3,$ 230.000 COP,$ 6.000.000*m²,El Poblado - Medellín - Antioquia
"APARTAMENTO EN UNIDAD CERRADA UBICADO INICIANDO EL SECTOR DE CAMINO VERDE DE ENVIGADO, CUENTA CON 2 ALCOBAS CON VESTIER, 2 BAÑOS, COCINA INTEGRAL, BALCON, PARQUEADERO Y CUARTO UTIL. ESTA UBICADO EN UN SECTOR MUY TRANQUILO Y RESIDENCIAL. EL APARTAMENTO CUENTA CON MUY BUEBNA VISTA, CERCA A LA UNIVERSIDAD ROSELLON, HOSPITAL MUA Y CON FACIL ACCESO A TRANSPORTE PUBLICO. COD: 27.772.",3,3,2,132 m²,0 m²,6,,,,$ 510.000 COP,"$ 6.439.393,94*m²",Camino verde - Envigado - Antioquia
"Apartamento en venta en unidad cerrada con excelente ubicación, muy central y con acceso desde la av. principal, rutas de transporte, fácil acceso a servicios complementarios. Piso en porcelanato, puerta de seguridad, sala comedor, 3 alcobas con baño en la principal, cocina integral cerrada, balcon y parqueadero cubierto. Piscina, gym, salón social, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",2,2,,113 m²,0 m²,5,,,2,No definida,"$ 5.044.247,79*m²",Castropol - Medellín - Antioquia
"Apartamento en venta ubicado en Laureles, cuenta con 3 habitaciones ( ppal baño y vestier, balcón), 2da habitación con baño, 3ra habitación con closet, baño social completo, estudio, servicio con baño, zona de ropas independiente, balcón, parqueadero doble lineal. El Edificio cuenta con portería 24 horas, piscina, ascensor, salón social, turco, juegos infantiles, gimnasio y parqueadero de visitantes. Excelente ubicación cerca a la iglesia de Santa Teresita..",3,3,1,101 m²,101 m²,5,,más de 30 años,3,$ 273.200 COP,"$ 4.752.475,25*m²",Laureles - Medellín - Antioquia
"Excelente lugar para vivir o invertir , cerca al centro comercial los Molinos y universidad de Medellín. Fácil acceso a transporte público . Apartamento Remodelado . predial trimestral $244.821..",4,4,2,126 m²,126 m²,6,Excelente,16 a 30 años,4,$ 418.000 COP,"$ 6.111.111,11*m²",Belén Los Alpes - Medellín - Antioquia
"Apartamento en venta en unidad cerrada ubicado en una calle tranquila, de poco flujo vehicular y transito de solo residentes. Piso en porcelanato y madera, puerta de seguridad, sala comedor, estudio, 3 alcobas con baño en la principal, cocina integral abierta tipo americano, balcon y parqueadero cubierto. Piscina, gym, sauna, parque infantil, zonas vedes, vigilancia 24 horas, citofonia y circuito cerrado de tv Inmuebles sujetos a verificación de disponibilidad...",3,2,1,68 m²,0 m²,4,Excelente,1 a 8 años,Otro,$ 237.000 COP,"$ 5.514.705,88*m²",El Castillo - Medellín - Antioquia
"gran oportunidad de apartarmento, gran localozacion, ubicacion inigualable con gran numero de facilidades de transporte, colegios, zonas verdes. reserva tu visita y con gusto lo atenderemos y resolveremos todas tus dudas.",4,6,3,313 m²,0 m²,6,Excelente,9 a 15 años,9,$ 1.060.000 COP,"$ 4.632.587,86*m²",Laureles - Medellín - Antioquia
"VENDO APARTAMENTO ENVIGADO - LA FRONTERA -PRECIO 310 MILLONES (único precio) -63.5m2 -Piso 5 SIN ASCENSOR -2 habitaciones -2 baños -Cocina abierta -Sala comedor -Zona de ropas -Ventanal (NO tiene balcón) -Parqueadero -Cuarto útil -Ubicado en unidad cerrada con: zonas verdes, cancha, salón social, juegos infantiles y portería las 24 horas. -Estrato: 5 -Administración: 210 mil -Predial: 1.560 anual -Cerca a Sao Paulo. (C.R) .",3,2,1,90 m²,90 m²,5,Bueno,16 a 30 años,9,$ 352.000 COP,"$ 4.777.777,78*m²",la frontera - Envigado - Antioquia
"Apartamento en venta en unidad cerrada sector los González a dos cuadras del CC el tesoro. Piso en madera, puerta de seguridad, sala y comedor independiente, estar de tv, 3 alcobas con baño en la principal, cocina integral abierta tipo americano, alcoba y baño de servicio, balcon y parqueaderos paralelos cubiertos. Cuenta con parque infantil, zonas verdes, vigilancia 24 horas, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad...",4,3,2,162 m²,162 m²,6,,,1,$ 550.000 COP,"$ 3.858.024,69*m²",Loma los Gonzalez - Medellín - Antioquia
"VENTA DE HERMOSO APARTAMENTO DE 115.95 METROS . Cocina integral , 3 Habitaciones , 3 baños, sala comedor +sala de estar . BALCON AMPLIO , Con una vista muy IMPACTANTE. Lo primero que se siente al entrar a la propiedad es un ambiente tranquilo , y lo que la personas denominan buena energía . PARQUEDEROS PARALELOS 2. + CUARTO UTIL .LA UNIDAD ES COMPLETA . Invito mas a mirar la ilustración fotográfica que describirá mejor la narrativa..",3,4,3,292 m²,292 m²,6,,más de 30 años,9,$ 1.100.000 COP,"$ 3.767.123,29*m²",Castropol - Medellín - Antioquia
"Apartamento Penthouse en arriendo y venta en unidad cerrada facil acceso desde vía principal, cerca a Iglesias, hoteles, Restaurantes y rutas de transporte publico. Piso en porcelanato, dos niveles, puerta de seguridad, sala comedor, estudio, estar de tv, 3 alcobas con baño en la principal, tina, cocina integral abierta, balcon y parqueadero cubierto. Piscina, salón social, sauna, parque infantil, placa polideportiva, zonas verdes, vigilancia 24 horas, alarma, citofonia y circuito cerrado de tv. Inmuebles sujetos a verificación de disponibilidad. ..",2,1,1,46 m²,44 m²,3,Excelente,menor a 1 año,4,$ 106.000 COP,"$ 4.173.913,04*m²",Altos del Poblado - Medellín - Antioquia
"Apartamento en venta con excelente ubicación y tamaño de área, muy buena distribución interna. Ubicado en sector muy central El apartamento cuenta con 4 habitaciones, 2 baños, alcoba de servicio con baño. Sala comedor amplia con balcón. Cuenta con otra habitación con balcón. Tiene parqueadero doble lineal. Urbanización con piscina y portería vigilada..",4,5,2,230 m²,230 m²,5,Excelente,,3,No definida,"$ 3.913.043,48*m²",Estadio - Medellín - Antioquia
"Apartamento para la venta en primer piso, barrio Belén las Playas, cuenta con cocina integral, red de gas, calentador, piso en baldosa sencilla, 1 baño, 2 habitaciones con closet, estudio, 1 patio, sala, comedor, calentador a gas, parqueadero externo, cerca a colegios, Aeroparque Juan Pablo II, Centro Comercial ARKADIA y Gran Vía, Clínica las Américas, rutas integradas del metro, transporte público en general . Mayor información..",2,1,1,51 m²,51 m²,5,Excelente,1 a 8 años,Otro,$ 218.000 COP,"$ 6.176.470,59*m²",Belén - Medellín - Antioquia
"A-771 VENDO APTO EN URBANIZACION (Poblado, Sector Viscaya) 157 m2, 3 alcobas, 2 Baños sala, comedor, estudio, cocina integral, zona de ropas, alcoba de servicio , estudio. 2 Parqueaderos, un util AMON: 608.000 Estrato: 5 Producto con colega (los valores que aquí presentamos, están sujetos a cambios sin previo aviso) .",4,4,2,272 m²,272 m²,5,Excelente,9 a 15 años,4,$ 870.000 COP,"$ 4.595.588,24*m²",El Poblado - Medellín - Antioquia
"Se vende apartamento en Robledo, Bello Horizonte 3 habitaciones, buenos acabados, 1 baño con posibilidad de construir el segundo baño, cocina integral con 1 año remodelada, mezanine (es como un segundo piso en madera amplio que sirve como 4ta habitación y tiene estudio), en conjunto cerrado, 5to piso sin ascensor y sin parqueadero..",3,3,2,116 m²,0 m²,6,Excelente,1 a 8 años,Otro,$ 539.000 COP,"$ 5.862.068,97*m²",Robledo - Medellín - Antioquia
"Con su gran ubicación cerca a la 33, sector laureles, cuentas con transporte público cercano, centros comerciales, universidades, colegios, supermercados; y lo mejor que es grande, iluminado , un balcón con unas magníficas vistas , 88mt2, 3 habitaciones , 2 baños, un garaje....VEN A VERLO..",3,2,,147 m²,147 m²,6,,,,No definida,"$ 5.918.367,35*m²",Laureles - Medellín - Antioquia
"Hermoso apartamento con excelente distribución, espacios amplios, 2 balcones, 2 de ellos en el area social y uno en la habitación principal. La unidad es muy completa, con piscina, salon social, gym, juegos infantiles, golfito y sendero. Cuenta Además con una excelente ubicacion en la inferior con los balsos, cerca de supermercados, centros comerciales, transporte público. Predial $960.000 trimestral .",3,2,1,90 m²,90 m²,5,Bueno,16 a 30 años,9,$ 352.000 COP,"$ 4.777.777,78*m²",Los Balsos - Medellín - Antioquia
"Apartamento dúplex en segundo piso, con terraza de aproximadamente 30 m2, parqueadero y 2 entradas independiented. Tiene excelente iluminación y ventilación, sector con fácil acceso a transporte público y comercio a su alrededor. No paga administración. Primer nivel: Cocina integral, baño, balcón, sala comedor, Segundo nivel: 2 alcobas y baño. Cerca a los tanques de Epm, linda con los barrios la Almería, Simón Bolívar, la América y Barrio Cristóbal. .",2,1,1,44 m²,0 m²,4,,,,$ 223.200 COP,"$ 5.909.090,91*m²",Santa Mónica - Medellín - Antioquia
